image,mask
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_138019_20200828_20200828_01_RT_p00712.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_138019_20200828_20200828_01_RT_voting_p00712.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_227081_20200811_20200811_01_RT_p00166.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_227081_20200811_20200811_01_RT_voting_p00166.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_106070_20200828_20200828_01_RT_p00444.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_106070_20200828_20200828_01_RT_voting_p00444.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_122013_20200812_20200812_01_RT_p00846.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_122013_20200812_20200812_01_RT_voting_p00846.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_179070_20200811_20200811_01_RT_p00848.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_179070_20200811_20200811_01_RT_voting_p00848.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_173026_20200817_20200817_01_RT_p00809.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_173026_20200817_20200817_01_RT_voting_p00809.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00296.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00296.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_179067_20200811_20200811_01_RT_p00449.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_179067_20200811_20200811_01_RT_voting_p00449.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p00967.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p00967.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_040038_20200813_20200814_01_RT_p00815.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_040038_20200813_20200814_01_RT_voting_p00815.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p00798.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p00798.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00699.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00699.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_173061_20200817_20200817_01_RT_p00389.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_173061_20200817_20200817_01_RT_voting_p00389.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_134015_20200816_20200816_01_RT_p00412.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_134015_20200816_20200816_01_RT_voting_p00412.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_106069_20200828_20200828_01_RT_p00698.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_106069_20200828_20200828_01_RT_voting_p00698.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00199.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00199.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_170069_20200812_20200812_01_RT_p00817.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_170069_20200812_20200812_01_RT_voting_p00817.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00302.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00302.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_121015_20200821_20200821_01_RT_p00085.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_121015_20200821_20200821_01_RT_voting_p00085.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_173068_20200817_20200817_01_RT_p00478.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_173068_20200817_20200817_01_RT_voting_p00478.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_174072_20200808_20200808_01_RT_p00510.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_174072_20200808_20200808_01_RT_voting_p00510.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_220068_20200810_20200810_01_RT_p00239.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_220068_20200810_20200810_01_RT_voting_p00239.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_166064_20200816_20200816_01_RT_p00232.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_166064_20200816_20200816_01_RT_voting_p00232.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_119015_20200823_20200823_01_RT_p00320.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_119015_20200823_20200823_01_RT_voting_p00320.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_134015_20200816_20200816_01_RT_p00443.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_134015_20200816_20200816_01_RT_voting_p00443.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_136017_20200830_20200830_01_RT_p00412.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_136017_20200830_20200830_01_RT_voting_p00412.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_172024_20200810_20200810_01_RT_p00111.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_172024_20200810_20200810_01_RT_voting_p00111.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p00737.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p00737.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_117019_20200825_20200825_01_RT_p00237.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_117019_20200825_20200825_01_RT_voting_p00237.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_170066_20200812_20200812_01_RT_p00550.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_170066_20200812_20200812_01_RT_voting_p00550.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_121027_20200821_20200821_01_RT_p00841.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_121027_20200821_20200821_01_RT_voting_p00841.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_139017_20200819_20200819_01_RT_p00725.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_139017_20200819_20200819_01_RT_voting_p00725.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_104070_20200830_20200830_01_RT_p00422.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_104070_20200830_20200830_01_RT_voting_p00422.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_166070_20200816_20200816_01_RT_p00606.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_166070_20200816_20200816_01_RT_voting_p00606.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_124016_20200826_20200826_01_RT_p00702.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_124016_20200826_20200826_01_RT_voting_p00702.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_165068_20200809_20200809_01_RT_p00170.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_165068_20200809_20200809_01_RT_voting_p00170.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_166069_20200816_20200816_01_RT_p00673.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_166069_20200816_20200816_01_RT_voting_p00673.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_229079_20200809_20200809_01_RT_p00566.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_229079_20200809_20200809_01_RT_voting_p00566.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_174066_20200808_20200808_01_RT_p00767.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_174066_20200808_20200808_01_RT_voting_p00767.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_139017_20200819_20200819_01_RT_p00661.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_139017_20200819_20200819_01_RT_voting_p00661.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_122015_20200828_20200828_01_RT_p00883.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_122015_20200828_20200828_01_RT_voting_p00883.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p00741.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p00741.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_173027_20200817_20200817_01_RT_p00817.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_173027_20200817_20200817_01_RT_voting_p00817.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_121015_20200821_20200821_01_RT_p00055.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_121015_20200821_20200821_01_RT_voting_p00055.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_128016_20200822_20200822_01_RT_p00338.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_128016_20200822_20200822_01_RT_voting_p00338.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_179069_20200811_20200811_01_RT_p00573.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_179069_20200811_20200811_01_RT_voting_p00573.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_045031_20200816_20200816_01_RT_p00087.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_045031_20200816_20200816_01_RT_voting_p00087.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_224068_20200806_20200807_01_RT_p00540.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_224068_20200806_20200807_01_RT_voting_p00540.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_138019_20200828_20200828_01_RT_p00713.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_138019_20200828_20200828_01_RT_voting_p00713.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_098069_20200820_20200820_01_RT_p00377.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_098069_20200820_20200820_01_RT_voting_p00377.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_099069_20200827_20200827_01_RT_p00819.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_099069_20200827_20200827_01_RT_voting_p00819.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_179067_20200811_20200811_01_RT_p00639.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_179067_20200811_20200811_01_RT_voting_p00639.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_166068_20200816_20200816_01_RT_p00797.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_166068_20200816_20200816_01_RT_voting_p00797.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_158076_20200808_20200808_01_RT_p00479.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_158076_20200808_20200808_01_RT_voting_p00479.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00239.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00239.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_168073_20200830_20200830_01_RT_p00695.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_168073_20200830_20200830_01_RT_voting_p00695.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_181067_20200809_20200809_01_RT_p00364.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_181067_20200809_20200809_01_RT_voting_p00364.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_230065_20200816_20200816_01_RT_p00507.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_230065_20200816_20200816_01_RT_voting_p00507.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_135019_20200823_20200823_01_RT_p00752.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_135019_20200823_20200823_01_RT_voting_p00752.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_175072_20200815_20200815_01_RT_p00672.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_175072_20200815_20200815_01_RT_voting_p00672.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_227076_20200811_20200811_01_RT_p00731.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_227076_20200811_20200811_01_RT_voting_p00731.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_121015_20200821_20200821_01_RT_p00054.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_121015_20200821_20200821_01_RT_voting_p00054.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_033037_20200812_20200812_01_RT_p00722.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_033037_20200812_20200812_01_RT_voting_p00722.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_121027_20200821_20200821_01_RT_p00616.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_121027_20200821_20200821_01_RT_voting_p00616.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_135018_20200823_20200823_01_RT_p00441.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_135018_20200823_20200823_01_RT_voting_p00441.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_134015_20200816_20200816_01_RT_p00440.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_134015_20200816_20200816_01_RT_voting_p00440.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_169080_20200821_20200821_01_RT_p00601.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_169080_20200821_20200821_01_RT_voting_p00601.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_117014_20200809_20200809_01_RT_p00876.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_117014_20200809_20200809_01_RT_voting_p00876.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_222067_20200808_20200808_01_RT_p00563.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_222067_20200808_20200808_01_RT_voting_p00563.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p00379.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p00379.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_173063_20200817_20200817_01_RT_p00575.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_173063_20200817_20200817_01_RT_voting_p00575.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_120013_20200830_20200830_01_RT_p00091.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_120013_20200830_20200830_01_RT_voting_p00091.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p00796.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p00796.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_136019_20200830_20200830_01_RT_p00434.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_136019_20200830_20200830_01_RT_voting_p00434.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_169065_20200821_20200821_01_RT_p00667.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_169065_20200821_20200821_01_RT_voting_p00667.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00442.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00442.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_117018_20200809_20200809_01_RT_p00058.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_117018_20200809_20200809_01_RT_voting_p00058.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p01004.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p01004.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_044032_20200825_20200826_01_RT_p00605.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_044032_20200825_20200826_01_RT_voting_p00605.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p00873.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p00873.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_170069_20200812_20200812_01_RT_p00699.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_170069_20200812_20200812_01_RT_voting_p00699.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_122015_20200828_20200828_01_RT_p00580.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_122015_20200828_20200828_01_RT_voting_p00580.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_156014_20200810_20200810_01_RT_p00517.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_156014_20200810_20200810_01_RT_voting_p00517.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00404.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00404.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_106069_20200828_20200828_01_RT_p00737.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_106069_20200828_20200828_01_RT_voting_p00737.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_098068_20200820_20200820_01_RT_p00274.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_098068_20200820_20200820_01_RT_voting_p00274.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_131019_20200827_20200827_01_RT_p00083.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_131019_20200827_20200827_01_RT_voting_p00083.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_227071_20200811_20200811_01_RT_p00181.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_227071_20200811_20200811_01_RT_voting_p00181.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_173067_20200817_20200817_01_RT_p00734.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_173067_20200817_20200817_01_RT_voting_p00734.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_134015_20200816_20200816_01_RT_p00441.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_134015_20200816_20200816_01_RT_voting_p00441.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_135014_20200823_20200823_01_RT_p00659.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_135014_20200823_20200823_01_RT_voting_p00659.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_101071_20200825_20200825_01_RT_p00210.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_101071_20200825_20200825_01_RT_voting_p00210.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_169065_20200821_20200821_01_RT_p00260.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_169065_20200821_20200821_01_RT_voting_p00260.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_042028_20200827_20200827_01_RT_p00317.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_042028_20200827_20200827_01_RT_voting_p00317.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_166068_20200816_20200816_01_RT_p00578.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_166068_20200816_20200816_01_RT_voting_p00578.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p00841.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p00841.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_122015_20200828_20200828_01_RT_p00850.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_122015_20200828_20200828_01_RT_voting_p00850.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p01034.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p01034.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_135019_20200823_20200823_01_RT_p00784.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_135019_20200823_20200823_01_RT_voting_p00784.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_135015_20200807_20200807_01_RT_p00443.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_135015_20200807_20200807_01_RT_voting_p00443.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_165068_20200809_20200809_01_RT_p00198.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_165068_20200809_20200809_01_RT_voting_p00198.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00131.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00131.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_139018_20200819_20200819_01_RT_p00619.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_139018_20200819_20200819_01_RT_voting_p00619.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_173067_20200817_20200817_01_RT_p00443.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_173067_20200817_20200817_01_RT_voting_p00443.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_227078_20200811_20200811_01_RT_p00596.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_227078_20200811_20200811_01_RT_voting_p00596.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_227072_20200811_20200811_01_RT_p00635.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_227072_20200811_20200811_01_RT_voting_p00635.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_134015_20200816_20200816_01_RT_p00540.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_134015_20200816_20200816_01_RT_voting_p00540.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_042035_20200827_20200827_01_RT_p00877.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_042035_20200827_20200827_01_RT_voting_p00877.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_173066_20200817_20200817_01_RT_p00676.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_173066_20200817_20200817_01_RT_voting_p00676.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_227074_20200811_20200811_01_RT_p00696.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_227074_20200811_20200811_01_RT_voting_p00696.tif
/data/heguozhen/Fire/activefire/images/patches/LC08_L1TP_028039_20200825_20200825_01_RT_p00757.tif,/data/heguozhen/Fire/activefire/masks/voting/LC08_L1TP_028039_20200825_20200825_01_RT_voting_p00757.tif
