image_path,mask_path
dataset/Land8Fire/images/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_00000_06656.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_00000_06656.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_04608_03328.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_04608_03328.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_04864_04864.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_04864_04864.png
dataset/Land8Fire/images/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_00256_00256.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_00256_00256.png
dataset/Land8Fire/images/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_02816_00000.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_02816_00000.png
dataset/Land8Fire/images/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_05888_05120.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_05888_05120.png
dataset/Land8Fire/images/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_05120_05888.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_05120_05888.png
dataset/Land8Fire/images/patches/LC08_L1TP_229079_20200926_20200926_01_RT_patch_03328_06656.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_229079_20200926_20200926_01_RT_patch_03328_06656.png
dataset/Land8Fire/images/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_02560_05888.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_02560_05888.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_02560_04864.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_02560_04864.png
dataset/Land8Fire/images/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_00768_03840.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_00768_03840.png
dataset/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_06656_04608.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_06656_04608.png
dataset/Land8Fire/images/patches/LC08_L1TP_227073_20200912_20200912_01_RT_patch_06400_04864.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227073_20200912_20200912_01_RT_patch_06400_04864.png
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04096_02560.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04096_02560.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_04352_01536.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_04352_01536.png
dataset/Land8Fire/images/patches/LC08_L1TP_134039_20200901_20200901_01_RT_patch_02048_01536.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_134039_20200901_20200901_01_RT_patch_02048_01536.png
dataset/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04864_01280.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04864_01280.png
dataset/Land8Fire/images/patches/LC08_L1TP_227073_20200912_20200912_01_RT_patch_04608_04096.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227073_20200912_20200912_01_RT_patch_04608_04096.png
dataset/Land8Fire/images/patches/LC08_L1TP_134039_20200901_20200901_01_RT_patch_03328_04608.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_134039_20200901_20200901_01_RT_patch_03328_04608.png
dataset/Land8Fire/images/patches/LC08_L1TP_179068_20200912_20200912_01_RT_patch_05376_01792.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_179068_20200912_20200912_01_RT_patch_05376_01792.png
dataset/Land8Fire/images/patches/LC08_L1TP_105069_20200922_20200922_01_RT_patch_05376_06656.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_105069_20200922_20200922_01_RT_patch_05376_06656.png
dataset/Land8Fire/images/patches/LC08_L1GT_226074_20200921_20200921_01_RT_patch_03584_06656.tif,dataset/Land8Fire/masks/patches/LC08_L1GT_226074_20200921_20200921_01_RT_patch_03584_06656.png
dataset/Land8Fire/images/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_03584_06144.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_03584_06144.png
dataset/Land8Fire/images/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_01024_01792.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_01024_01792.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_04608_02304.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_04608_02304.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_00256_00512.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_00256_00512.png
dataset/Land8Fire/images/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_01280_01792.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_01280_01792.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_02816_00768.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_02816_00768.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_01536_04608.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_01536_04608.png
dataset/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_00768_01024.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_00768_01024.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_03328_04864.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_03328_04864.png
dataset/Land8Fire/images/patches/LC08_L1TP_134039_20200901_20200901_01_RT_patch_06656_00512.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_134039_20200901_20200901_01_RT_patch_06656_00512.png
dataset/Land8Fire/images/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_02304_04608.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_02304_04608.png
dataset/Land8Fire/images/patches/LC08_L1GT_226074_20200921_20200921_01_RT_patch_06400_04608.tif,dataset/Land8Fire/masks/patches/LC08_L1GT_226074_20200921_20200921_01_RT_patch_06400_04608.png
dataset/Land8Fire/images/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_06656_02304.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_06656_02304.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_06656_06656.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_06656_06656.png
dataset/Land8Fire/images/patches/LC08_L1TP_134039_20200901_20200901_01_RT_patch_01792_06400.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_134039_20200901_20200901_01_RT_patch_01792_06400.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_03584_05376.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_03584_05376.png
dataset/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_05632_06144.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_05632_06144.png
dataset/Land8Fire/images/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_03840_04352.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_03840_04352.png
dataset/Land8Fire/images/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_02560_00000.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_02560_00000.png
dataset/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_05120_05120.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_05120_05120.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_02048_03072.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_02048_03072.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_02816_00512.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_02816_00512.png
dataset/Land8Fire/images/patches/LC08_L1TP_025033_20200921_20200921_01_RT_patch_04608_05120.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_025033_20200921_20200921_01_RT_patch_04608_05120.png
dataset/Land8Fire/images/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_05120_00256.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_05120_00256.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_04352_02304.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_04352_02304.png
dataset/Land8Fire/images/patches/LC08_L1TP_229078_20200926_20200926_01_RT_patch_03584_05376.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_229078_20200926_20200926_01_RT_patch_03584_05376.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_00512_02304.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_00512_02304.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_04864_02048.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_04864_02048.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_03840_04864.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_03840_04864.png
dataset/Land8Fire/images/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_03328_04352.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_03328_04352.png
dataset/Land8Fire/images/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_03840_03328.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_03840_03328.png
dataset/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_01792_06912.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_01792_06912.png
dataset/Land8Fire/images/patches/LC08_L1GT_226074_20200921_20200921_01_RT_patch_03328_04608.tif,dataset/Land8Fire/masks/patches/LC08_L1GT_226074_20200921_20200921_01_RT_patch_03328_04608.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_06144_04352.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_06144_04352.png
dataset/Land8Fire/images/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_03072_04608.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_03072_04608.png
dataset/Land8Fire/images/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_05888_01536.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_05888_01536.png
dataset/Land8Fire/images/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_06144_02560.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_06144_02560.png
dataset/Land8Fire/images/patches/LC08_L1TP_025033_20200921_20200921_01_RT_patch_00768_02304.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_025033_20200921_20200921_01_RT_patch_00768_02304.png
dataset/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03072_01280.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03072_01280.png
dataset/Land8Fire/images/patches/LC08_L1TP_105069_20200922_20200922_01_RT_patch_04864_07424.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_105069_20200922_20200922_01_RT_patch_04864_07424.png
dataset/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_06400_05376.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_06400_05376.png
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_06400_02304.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_06400_02304.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_00512_05632.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_00512_05632.png
dataset/Land8Fire/images/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_00512_02304.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_00512_02304.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_06656_00512.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_06656_00512.png
dataset/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_01280_04096.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_01280_04096.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_02560_07424.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_02560_07424.png
dataset/Land8Fire/images/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_02048_00512.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_02048_00512.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_02304_03328.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_02304_03328.png
dataset/Land8Fire/images/patches/LC08_L1GT_226074_20200921_20200921_01_RT_patch_02304_00512.tif,dataset/Land8Fire/masks/patches/LC08_L1GT_226074_20200921_20200921_01_RT_patch_02304_00512.png
dataset/Land8Fire/images/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_01536_00256.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_01536_00256.png
dataset/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_05632_06656.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_05632_06656.png
dataset/Land8Fire/images/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_02816_05632.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_02816_05632.png
dataset/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_07424_01792.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_07424_01792.png
dataset/Land8Fire/images/patches/LC08_L1TP_229078_20200926_20200926_01_RT_patch_01280_06912.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_229078_20200926_20200926_01_RT_patch_01280_06912.png
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04096_01024.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04096_01024.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_07424_00256.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_07424_00256.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_05376_02816.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_05376_02816.png
dataset/Land8Fire/images/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_00000_00512.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_00000_00512.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_05632.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_05632.png
dataset/Land8Fire/images/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_01536_05888.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_01536_05888.png
dataset/Land8Fire/images/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_07424_05888.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_07424_05888.png
dataset/Land8Fire/images/patches/LC08_L1TP_229079_20200926_20200926_01_RT_patch_00512_06912.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_229079_20200926_20200926_01_RT_patch_00512_06912.png
dataset/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04096_04608.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04096_04608.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_02304_07168.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_02304_07168.png
dataset/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_03840_07424.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_03840_07424.png
dataset/Land8Fire/images/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_00768_03072.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_00768_03072.png
dataset/Land8Fire/images/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_01536_00256.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_01536_00256.png
dataset/Land8Fire/images/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_06656_04864.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_06656_04864.png
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_06400_01536.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_06400_01536.png
dataset/Land8Fire/images/patches/LC08_L1TP_229078_20200926_20200926_01_RT_patch_02560_00768.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_229078_20200926_20200926_01_RT_patch_02560_00768.png
dataset/Land8Fire/images/patches/LC08_L1TP_229079_20200926_20200926_01_RT_patch_03328_02048.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_229079_20200926_20200926_01_RT_patch_03328_02048.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03072_05888.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03072_05888.png
dataset/Land8Fire/images/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_01280_02048.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_01280_02048.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_00000_04608.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_00000_04608.png
dataset/Land8Fire/images/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_07168_02048.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_07168_02048.png
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_05376_00512.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_05376_00512.png
dataset/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04352_07424.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04352_07424.png
dataset/Land8Fire/images/patches/LC08_L1TP_227073_20200912_20200912_01_RT_patch_02816_06912.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227073_20200912_20200912_01_RT_patch_02816_06912.png
dataset/Land8Fire/images/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_04864_07168.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046021_20200908_20200908_01_RT_patch_04864_07168.png
dataset/Land8Fire/images/patches/LC08_L1TP_229079_20200926_20200926_01_RT_patch_00000_01792.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_229079_20200926_20200926_01_RT_patch_00000_01792.png
dataset/Land8Fire/images/patches/LC08_L1TP_025033_20200921_20200921_01_RT_patch_06400_06400.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_025033_20200921_20200921_01_RT_patch_06400_06400.png
dataset/Land8Fire/images/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_01536_06656.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_01536_06656.png
dataset/Land8Fire/images/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_07936_01536.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_07936_01536.png
dataset/Land8Fire/images/patches/LC08_L1TP_134039_20200901_20200901_01_RT_patch_04352_05888.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_134039_20200901_20200901_01_RT_patch_04352_05888.png
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_00768_05376.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_00768_05376.png
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_01280_01536.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_01280_01536.png
dataset/Land8Fire/images/patches/LC08_L1TP_229078_20200926_20200926_01_RT_patch_03328_04608.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_229078_20200926_20200926_01_RT_patch_03328_04608.png
