image,mask
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04608_05376.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04608_05376.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_179068_20200912_20200912_01_RT_patch_02304_07168.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_179068_20200912_20200912_01_RT_patch_02304_07168.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03328_02304.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03328_02304.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04096_03328.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04096_03328.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05376_03584.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05376_03584.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03328_02048.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03328_02048.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_05632_04352.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_05632_04352.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_02304_03840.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_02304_03840.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03840_02816.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03840_02816.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03584_02304.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03584_02304.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_02304_02304.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_02304_02304.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_04608_02816.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_04608_02816.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_03840_01280.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_03840_01280.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_02816_01280.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_02816_01280.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_04352_02560.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_04352_02560.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_175074_20200916_20200916_01_RT_patch_03840_00768.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_175074_20200916_20200916_01_RT_patch_03840_00768.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02560_06400.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02560_06400.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_06656_02048.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_06656_02048.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05632_03328.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05632_03328.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04096_02560.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04096_02560.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_03584_01792.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_03584_01792.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04608_03072.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04608_03072.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227073_20200912_20200912_01_RT_patch_05376_05888.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227073_20200912_20200912_01_RT_patch_05376_05888.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_03328_03584.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_03328_03584.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_02560_02048.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_02560_02048.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02304_02304.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02304_02304.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02560_06656.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02560_06656.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_03584_03840.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_03584_03840.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_05632_03072.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_105069_20200906_20200906_01_RT_patch_05632_03072.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_03584.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_03584.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_02304_02048.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_02304_02048.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03072_02560.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03072_02560.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_03328.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_03328.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04608_02816.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04608_02816.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_06656_03584.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_06656_03584.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_02816_05120.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_02816_05120.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_05888_02560.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_05888_02560.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_05888_02816.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_05888_02816.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_06400_01792.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_06400_01792.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02048_01280.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02048_01280.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02048_01792.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02048_01792.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05632_04096.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05632_04096.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_01024_04608.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_01024_04608.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_04096.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_04096.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03072_02304.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03072_02304.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03328_02304.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03328_02304.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_03840_02816.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_03840_02816.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02304_01280.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02304_01280.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03840_03072.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03840_03072.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03328_06400.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03328_06400.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03584_05632.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03584_05632.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02560_06912.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02560_06912.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_05632_04352.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_05632_04352.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_05120_03840.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_05120_03840.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03584_06400.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03584_06400.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_01280_01792.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_01280_01792.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_229078_20200926_20200926_01_RT_patch_03840_05632.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_229078_20200926_20200926_01_RT_patch_03840_05632.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_06656_02816.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_06656_02816.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_03840_03072.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_03840_03072.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04608_01280.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04608_01280.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03072_06144.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03072_06144.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_04096_04608.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_04096_04608.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03328_02560.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_03328_02560.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_04608_04096.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_04608_04096.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_06656.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_06656.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_07424_04864.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_119016_20200924_20200924_01_RT_patch_07424_04864.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_04096_01024.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_04096_01024.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_229079_20200926_20200926_01_RT_patch_02048_03840.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_229079_20200926_20200926_01_RT_patch_02048_03840.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_03328_04096.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_03328_04096.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_02048_04864.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_02048_04864.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_04608_01280.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_04608_01280.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_02304_02048.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_02304_02048.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04096_03072.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04096_03072.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04608_03584.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04608_03584.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02048_02048.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02048_02048.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03584_02304.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03584_02304.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_06400_03328.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_06400_03328.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_06144_06144.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_06144_06144.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_04608.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_04608.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04608_03328.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04608_03328.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04864_03584.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04864_03584.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_06144_04608.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_06144_04608.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_05632.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_05632.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03072_01792.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_041035_20200905_20200905_01_RT_patch_03072_01792.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_105069_20200922_20200922_01_RT_patch_03072_03840.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_105069_20200922_20200922_01_RT_patch_03072_03840.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_04352_01792.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_04352_01792.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_06912_03328.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_06912_03328.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_01792_03328.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_01792_03328.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_05376_04864.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_05376_04864.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04608_03072.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_042034_20200912_20200912_01_RT_patch_04608_03072.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_03328_01280.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_03328_01280.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_05888_02560.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_05888_02560.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02048_02560.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02048_02560.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02560_02048.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02560_02048.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_04864_01024.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_04864_01024.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_175074_20200916_20200916_01_RT_patch_03328_00768.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_175074_20200916_20200916_01_RT_patch_03328_00768.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_00768_03584.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_00768_03584.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03328_06144.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03328_06144.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_04864.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_04864.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_06400_04608.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_046031_20200908_20200908_01_RT_patch_06400_04608.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_01536_05376.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_01536_05376.png
/data/heguozhen/Fire/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_00768_05632.tif,/data/heguozhen/Fire/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_00768_05632.png
